State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
  Punjab  ,60.49,KTM,Duke 200,209541,2021,662,Petrol,27.99,third owner,2023,  Active  ,Dealer,149611.55,Metro
Uttar Pradesh,22.09,Yamaha,Fascino 125,324679,2023,188,Petrol,41.43,second owner,2023,Not Available,Dealer,249265.9,Tier 2
DELHI,29.17,TVS,Apache RTR 160,62340,2022,482,Electric,62.75,THIRD,2024,  Not Available  ,Individual,28226.93,  Tier 3  
maharashtra,20.68,KTM,390 Adventure,287051,2024,384,Electric,80.75,2nd,2024,Expired,Dealer,,Tier 2
  West Bengal  ,62.01,yamaha,Fascino 125,366844,2024,414,  Electric  ,79.66,SECOND,2024,not available,Individual,208929.75,TIER 3
Tamil Nadu,65.94,Kawasaki,Versys 650,"₹267,420",2018,551,Electric,70.7,Second,2023,Not Available,individual,169538.3,Tier 3
Delhi,13.59,TVS,Ronin,91772,2016,504,electric,65.03,THIRD,2024,  Active  ,Dealer,55227.17,METRO
  Tamil Nadu  ,49.51,honda,CBR 650R,120620,2023,973,  Electric  ,82.31,THIRD,2024,  Active  ,dealer,73968.83,METRO
Tamil Nadu,54.9,Kawasaki,Z650,68139,2021,939,  Petrol  ,31.89,Third,2021,EXPIRED,INDIVIDUAL,53007.55,Tier 1
DELHI,70.08,Tvs,Ronin,171951,2023,670,Hybrid,96.64,first owner,2023,Active,Dealer,88378.05,Tier 3
Rajasthan,55.46,Royal Enfield,Meteor 350,141611,2024,305,  Hybrid  ,72.03,third owner,2024,,Individual,99837.78,Tier 2
Uttar Pradesh,47.71,TVS,NTorq 125,379041,2022,183,petrol,57.85,2nd,2024,Expired,Dealer,,TIER 3
gujarat,68.26,Yamaha,Ray ZR,187742,2016,342,  Hybrid  ,86.44,Third,2022,Expired,Dealer,134166.86,TIER 3
Tamil Nadu,16.36,Bajaj,Avenger 220,100244,2024,0,PETROL,35.24,FIRST,2024,Expired,Dealer,75298.43,tier 3
Gujarat,8.08,Yamaha,MT-15,"₹270,039",2017,552,hybrid,97.15,SECOND,2023,EXPIRED,  Individual  ,122438.56,Tier 2
  Maharashtra  ,15.12,KTM,250 Duke,255981,2022,460,electric,77.37,1st,2022,active,Individual,138437.64,Tier 2
Delhi,59.05,TVS,NTorq 125,185865,2023,420,Electric,73.46,3rd,2024,ACTIVE,Dealer,115247.0,Tier 1
delhi,49.74,  Honda  ,CBR 650R,112323,2015,492,ELECTRIC,76.18,Second,2021,,  Dealer  ,76592.53,Tier 1
Uttar Pradesh,45.91,TVS,Ronin,267565,2024,247,  Petrol  ,56.22,THIRD,2024,  Not Available  ,Individual,125582.96,Tier 1
  Uttar Pradesh  ,49.07,Hero,HF Deluxe,176759,2024,803,  Petrol  ,47.7,second owner,2024,Active,Individual,95373.15,Metro
West Bengal,79.12,Tvs,Ronin,159331,2024,758,Electric,94.0,third owner,2024,Not Available,Dealer,99352.77,TIER 2
Gujarat,5.7,BAJAJ,Pulsar 150,207357,2023,632,electric,77.37,FIRST,2023,Active,  Dealer  ,145275.17,tier 1
  Gujarat  ,61.21,Royal Enfield,Classic 350,207409,2024,606,  Hybrid  ,64.94,third owner,2024,Not Available,dealer,146822.51,Tier 1
Gujarat,47.87,KAWASAKI,Ninja 400,241815,2022,425,HYBRID,84.79,,2022,expired,  Dealer  ,105496.17,Tier 2
KARNATAKA,55.49,BAJAJ,CT 100,163623,2022.0,480,Electric,75.08,first owner,2022,Active,Dealer,103328.3,Tier 3
West Bengal,72.02,  Bajaj  ,Platina 110,85481,2024,337,Hybrid,74.58,first owner,2024,,  Individual  ,42520.39,Tier 1
West Bengal,6.49,Royal Enfield,Interceptor 650,185248,2024,211,Electric,92.15,3rd,2024,Not Available,Individual,,Metro
Madhya Pradesh,56.33,  Yamaha  ,MT-15,376238,2017,827,  Hybrid  ,74.64,Second,2021,Not Available,Dealer,292050.9,Tier 2
rajasthan,50.49,Honda,Dio,376278,2024,822,Petrol,54.38,First,2024,expired,dealer,296802.47,Metro
Uttar Pradesh,6.39,  Honda  ,Activa,201758,2024,442,Electric,,third owner,2024,Expired,DEALER,148297.18093772477,tier 3
Gujarat,70.26,Honda,Unicorn,176560,2023,872,Electric,96.93,1st,2023,Active,individual,74858.3,tier 2
Tamil Nadu,39.51,Hero,HF Deluxe,360129,2021,124,HYBRID,66.27,first owner,2021,EXPIRED,dealer,,TIER 2
MADHYA PRADESH,75.47,kawasaki,Versys 650,173144,2019,720,Electric,88.91,2nd,2022,Expired,Dealer,137518.04,  Metro  
Uttar Pradesh,68.47,Royal Enfield,Himalayan,"₹352,968",2023,880,  Petrol  ,37.66,THIRD,2024,not available,  Individual  ,164427.29,Tier 3
delhi,23.19,Hero,Glamour,273974,2017,110,HYBRID,93.37,3rd,2022,Active,individual,120490.57,Tier 1
Uttar Pradesh,25.96,ktm,Duke 200,367461,2021,965,ELECTRIC,83.62,,2022,Not Available,  Dealer  ,,TIER 1
  Maharashtra  ,41.65,kawasaki,Versys 650,331047,2023,657,Hybrid,73.4,FIRST,2023,expired,  Dealer  ,198382.67,TIER 1
  Gujarat  ,41.92,Honda,Shine,57192,2024,299,Hybrid,62.0,Third,2024,Active,individual,28850.7,Tier 1
West Bengal,26.61,Ktm,390 Adventure,116152,2019,647,ELECTRIC,90.44,2nd,2021,Not Available,Dealer,65384.57,Tier 2
RAJASTHAN,47.46,TVS,Jupiter,114189,2022,565,  Electric  ,71.7,2nd,2022,,individual,67301.55,tier 2
  Gujarat  ,73.68,honda,Unicorn,129971,2024,994,Hybrid,91.38,First,2024,expired,Individual,93259.49,Metro
tamil nadu,70.84,BAJAJ,Dominar 400,202839,2021,654,ELECTRIC,62.62,FIRST,2021,Not Available,individual,118606.24,Metro
karnataka,46.75,  Honda  ,CBR 650R,219862,2020,268,  Petrol  ,55.44,2nd,2022,  Active  ,dealer,117906.48,  Tier 3  
Rajasthan,27.68,Bajaj,Platina 110,371490,2018,961,ELECTRIC,69.92,second owner,2024,active,Dealer,217995.0,Metro
Karnataka,23.46,  Yamaha  ,R15 V4,284895,2015,679,petrol,44.77,THIRD,2023,Expired,Individual,183167.13,tier 1
Madhya Pradesh,65.74,yamaha,Fascino 125,377303,2023,476,  Petrol  ,45.28,second owner,2023,expired,dealer,194755.58,METRO
  Uttar Pradesh  ,29.87,Hero,HF Deluxe,285795,2015,586,Petrol,34.28,second owner,2023,NOT AVAILABLE,individual,123120.00108225436,Metro
RAJASTHAN,19.19,Royal Enfield,Interceptor 650,83095,2017,9999,Petrol,45.62,2nd,2024,  Active  ,dealer,53768.47,Tier 2
West Bengal,73.75,Yamaha,FZ V3,81532,2023,225,Hybrid,86.23,First,2023,Expired,Individual,33602.95,Metro
Rajasthan,55.21,Honda,Activa,246265,2021,690,Petrol,28.13,1st,2019,Active,Individual,153884.56,METRO
Madhya Pradesh,75.04,Yamaha,FZ V3,312574,2020,383,HYBRID,82.9,third owner,2024,active,Individual,230994.46,  Tier 2  
RAJASTHAN,12.8,Ktm,125 Duke,129841,2024,881,  Electric  ,98.14,Third,2024,Not Available,  Dealer  ,67178.06,Tier 2
DELHI,50.43,YAMAHA,Fascino 125,155535,2021,296,Electric,68.68,Second,2024,Active,Individual,90407.47,  Tier 2  
Tamil Nadu,67.34,Bajaj,CT 100,52195,2020,223,Electric,94.08,second owner,2022,expired,individual,35860.98,Tier 2
  Uttar Pradesh  ,23.9,bajaj,Platina 110,125531,2023,666,ELECTRIC,91.83,1st,2023,not available,individual,64185.36,Tier 3
  Delhi  ,40.3,Tvs,Ronin,244831,2022,766,petrol,,second owner,2022,Active,INDIVIDUAL,105728.78,  Metro  
delhi,9.54,Bajaj,Platina 110,60240,2019,759,  Hybrid  ,72.7,SECOND,2024,not available,individual,43850.07,TIER 3
Punjab,36.78,Royal Enfield,Interceptor 650,357408,2020,755,Electric,,Third,2022,Active,Dealer,168370.6,Tier 3
rajasthan,32.83,TVS,Apache RTR 160,"₹367,866",2023,129,Petrol,51.81,3rd,2023,Expired,Individual,178237.36,Tier 3
Rajasthan,6.4,HERO,HF Deluxe,218331,2024,410,  Hybrid  ,60.44,third owner,2024,NOT AVAILABLE,  Individual  ,149851.85,Tier 2
Madhya Pradesh,36.74,TVS,Apache RTR 160,220358,2024,768,PETROL,32.96,First,2024,Not Available,Individual,164081.94,Tier 3
uttar pradesh,66.65,Bajaj,Platina 110,359392,2024,389,Electric,60.97,,2024,ACTIVE,Dealer,264863.5,METRO
Tamil Nadu,37.83,Kawasaki,Ninja 400,238144,2018,905,Hybrid,61.27,second owner,2023,Expired,Dealer,178796.82,Tier 3
WEST BENGAL,7.21,Kawasaki,Ninja 300,160670,2022,975,petrol,33.17,Third,2023,ACTIVE,Individual,127226.71,Tier 2
Delhi,60.52,HONDA,Activa,154391,2018,313,Petrol,42.67,SECOND,2024,Active,Individual,121559.96,metro
GUJARAT,68.09,Kawasaki,Vulcan S,394266,2022,437,hybrid,90.31,2nd,2024,Not Available,dealer,287961.61,Tier 2
West Bengal,47.3,Hero,Glamour,277959,2024,177,ELECTRIC,62.76,1st,2024,Expired,Dealer,196402.76,tier 3
Delhi,6.58,Bajaj,Pulsar 150,293898,2016,212,Petrol,30.02,Third,2022,Expired,Dealer,203366.95,Tier 3
  Punjab  ,68.68,  Yamaha  ,Ray ZR,199523,2022,357,  Electric  ,81.98,first owner,2022,NOT AVAILABLE,Individual,108115.08,Tier 1
Tamil Nadu,57.55,Hero,Glamour,170844,2022,684,Hybrid,96.65,FIRST,2022,  Not Available  ,DEALER,135762.55,Tier 3
Karnataka,8.77,  Hero  ,Xtreme 160R,329254,2023,921,Hybrid,97.74,third owner,2024,,  Individual  ,221860.24,Tier 2
  Punjab  ,64.71,Kawasaki,Z650,376270,2022,337,Electric,86.37,second owner,2023,,Individual,202971.02,Tier 1
  Delhi  ,76.79,Honda,CBR 650R,324556,2024,333,Hybrid,79.42,1st,2024,  Not Available  ,Individual,190833.22,Tier 2
Gujarat,58.33,  Honda  ,Shine,103202,2017,185,petrol,32.68,third owner,2021,Active,  Individual  ,65116.25,  Tier 3  
GUJARAT,51.45,Honda,Dio,59924,2021,878,Electric,61.15,First,2021,Expired,Dealer,41782.9,TIER 1
tamil nadu,67.58,YAMAHA,Ray ZR,300594,2021,467,Electric,84.8,SECOND,2024,Not Available,Dealer,,TIER 1
  Delhi  ,31.38,  Yamaha  ,MT-15,300725,2024,413,PETROL,48.81,first owner,2024,Expired,Dealer,196290.58,  Tier 1  
West Bengal,21.54,BAJAJ,Platina 110,165678,2024,367,PETROL,46.62,3rd,2024,Active,individual,87201.88,tier 1
  West Bengal  ,65.47,Hero,Splendor Plus,79985,2015,336,hybrid,90.4,second owner,2023,,Dealer,48985.29,  Tier 3  
  West Bengal  ,22.87,Bajaj,Dominar 400,333612,2021,770,electric,,SECOND,2022,Active,DEALER,246078.28,METRO
Karnataka,25.18,  Yamaha  ,R15 V4,387520,2015,281,Hybrid,64.45,2nd,2022,Active,Individual,304077.24,Tier 2
MADHYA PRADESH,38.7,honda,Activa,291313,2024,233,  Hybrid  ,79.88,third owner,2024,Not Available,  Dealer  ,202949.67,TIER 2
Madhya Pradesh,34.96,Hero,Splendor Plus,"₹155,432",2023,589,  Hybrid  ,85.99,2nd,2024,  Expired  ,Individual,75924.87,Tier 3
MADHYA PRADESH,53.19,KTM,RC 390,159755,2021,554,  Hybrid  ,86.64,,2021,active,  Dealer  ,116784.36563563145,Tier 3
  West Bengal  ,68.3,Honda,Unicorn,258166,2023,407,HYBRID,78.36,First,2023,active,  Dealer  ,139776.96,Tier 3
Madhya Pradesh,62.4,Yamaha,MT-15,315890,2018,637,PETROL,56.03,,2022,Not Available,Individual,174829.32,Tier 1
Maharashtra,56.89,  Yamaha  ,FZ V3,213563,2022,203,Electric,65.22,first owner,2022,Not Available,Individual,124666.45,  Metro  
Maharashtra,69.91,  Honda  ,Shine,96238,2017,380,Petrol,53.17,3rd,2022,,Dealer,70637.43,tier 1
WEST BENGAL,52.63,TVS,Sport,274591,2019,436,Electric,66.33,second owner,2023,,Dealer,173806.14,Tier 1
Uttar Pradesh,14.5,Kawasaki,Z650,226473,2020,368,Electric,93.99,THIRD,2022,,INDIVIDUAL,116019.09,Tier 3
  Tamil Nadu  ,74.93,Royal Enfield,Meteor 350,230026,2019,220,ELECTRIC,81.37,2nd,2022,NOT AVAILABLE,Individual,126586.28,Tier 1
Karnataka,63.01,Hero,HF Deluxe,292024,2024,729,petrol,35.91,,2024,Expired,individual,191462.68,Metro
Tamil Nadu,9.36,Yamaha,Ray ZR,247224,2023,452,Electric,98.77,SECOND,2023,Expired,dealer,136751.79,Tier 1
maharashtra,34.03,Tvs,NTorq 125,119795,2024,880,Petrol,47.47,2nd,2024,expired,Dealer,52407.06,  Tier 2  
  Madhya Pradesh  ,31.2,tvs,NTorq 125,240567,2021,887,Petrol,28.28,THIRD,2024,ACTIVE,DEALER,183914.13,Tier 1
RAJASTHAN,71.7,bajaj,Dominar 400,310824,2024,339,petrol,39.22,SECOND,2024,NOT AVAILABLE,INDIVIDUAL,189195.48,Tier 1
Tamil Nadu,54.94,tvs,Ronin,262458,2023,754,  Hybrid  ,68.7,First,2023,Active,Individual,188571.53,Tier 3
Karnataka,12.84,Hero,HF Deluxe,243257,2017,841,PETROL,30.99,third owner,2023,Not Available,Dealer,106830.33,TIER 2
Gujarat,49.09,Royal Enfield,Interceptor 650,305889,2019,247,Hybrid,61.75,THIRD,2023,  Not Available  ,Individual,192276.39,Metro
Rajasthan,37.37,hero,Splendor Plus,181229,2018,891,Electric,87.96,Third,2024,NOT AVAILABLE,DEALER,111193.15,Metro
Maharashtra,53.78,Kawasaki,Ninja 300,228829,2018,851,Petrol,,2nd,2024,Active,Dealer,107706.69,  Metro  
Gujarat,49.39,  Kawasaki  ,Ninja 300,68215,2016,448,hybrid,93.67,THIRD,2024,Not Available,Dealer,27455.69,TIER 3
Rajasthan,37.77,Royal Enfield,Interceptor 650,91958,2023,696,ELECTRIC,76.67,Second,2024,Active,individual,47201.67,Tier 1
West Bengal,35.88,honda,Dio,350341,2023,920,Electric,65.16,Second,2024,Expired,Dealer,256441.28,TIER 3
Karnataka,46.81,KTM,RC 390,286905,2019,152,electric,64.96,second owner,2024,Expired,Individual,218666.45,  Tier 1  
UTTAR PRADESH,75.68,Hero,HF Deluxe,386075,2024,510,Electric,89.73,First,2024,Expired,Dealer,276704.36,Metro
Gujarat,67.54,Tvs,Sport,296029,2017,137,PETROL,30.57,Third,2024,Not Available,INDIVIDUAL,129012.86,Metro
Delhi,30.11,BAJAJ,Avenger 220,124936,2021,336,Petrol,40.65,2nd,2023,  Active  ,Dealer,61815.75,tier 2
MAHARASHTRA,72.86,  Royal Enfield  ,Meteor 350,184416,2022,963,hybrid,71.48,first owner,2022,Expired,dealer,106499.44,metro
  Rajasthan  ,62.87,Honda,Shine,350018,2016,639,petrol,47.27,Second,2024,Not Available,INDIVIDUAL,,Metro
Rajasthan,44.47,  TVS  ,Ronin,206799,2022,111,Hybrid,71.31,,2022,  Not Available  ,dealer,147995.37,Tier 3
DELHI,35.99,Kawasaki,Ninja 400,100081,2023,665,Electric,69.94,Third,2023,not available,Individual,51624.66,tier 2
  Gujarat  ,61.61,ktm,Duke 200,51260,2021,608,ELECTRIC,95.91,Second,2022,Expired,Dealer,29094.35,Metro
Tamil Nadu,36.14,hero,Xtreme 160R,62022,2023,166,Petrol,55.2,second owner,2023,  Active  ,individual,29649.59,  Tier 2  
  Delhi  ,20.29,HERO,Passion Pro,344886,2024,332,HYBRID,76.59,Third,2024,Active,individual,245568.09,  Metro  
karnataka,29.41,  Bajaj  ,Avenger 220,356103,2021,682,HYBRID,65.51,,2023,Active,Dealer,200667.57,tier 1
KARNATAKA,62.26,Yamaha,R15 V4,59888,2024,874,Electric,64.87,third owner,2024,  Active  ,Dealer,34506.33,Tier 3
Uttar Pradesh,75.01,Hero,Passion Pro,114629,2022,580,Electric,85.1,Second,2024,Not Available,  Individual  ,82135.65,Tier 2
tamil nadu,14.57,  KTM  ,RC 390,185309,2024,721,hybrid,95.6,,2024,Not Available,  Individual  ,143824.9,tier 1
  Madhya Pradesh  ,42.42,HONDA,Unicorn,206136,2023,892,Electric,90.53,FIRST,2023,Expired,  Dealer  ,99716.02,metro
gujarat,78.02,honda,CBR 650R,74246,2020,473,Petrol,34.49,3rd,2022,Not Available,Dealer,29726.98,Metro
DELHI,18.52,tvs,NTorq 125,314719,2019,631,Electric,,Third,2022,,INDIVIDUAL,188629.11,Metro
  West Bengal  ,34.91,  KTM  ,Duke 200,68452,2023,512,Electric,64.09,third owner,2024,Not Available,Dealer,28734.28,Metro
maharashtra,10.03,Bajaj,Avenger 220,101116,2022,186,Petrol,49.96,second owner,2023,  Active  ,Individual,53109.65,Tier 3
UTTAR PRADESH,60.63,  KTM  ,125 Duke,166294,2016,604,HYBRID,68.55,THIRD,2024,ACTIVE,Individual,67760.17,Tier 2
Delhi,73.98,Honda,CBR 650R,136524,2024.0,628,Petrol,58.84,3rd,2024,  Not Available  ,Dealer,60589.33,Tier 3
West Bengal,54.81,  TVS  ,Jupiter,196907,2023,900,Petrol,39.27,third owner,2023,EXPIRED,Individual,142760.49,TIER 2
UTTAR PRADESH,74.01,Kawasaki,Ninja 300,111421,2024,624,  Hybrid  ,67.16,,2024,Active,  Dealer  ,72560.46,Tier 2
KARNATAKA,68.48,Bajaj,Pulsar 150,250122,2021,136,petrol,42.45,3rd,2021,Active,individual,149701.84,Tier 1
West Bengal,66.76,Hero,Passion Pro,134861,2023,932,Hybrid,88.83,second owner,2023,Active,Dealer,91325.53,tier 3
  Maharashtra  ,45.87,Bajaj,Avenger 220,107356,2023,329,hybrid,67.75,1st,2023,  Active  ,  Dealer  ,50211.84,Metro
West Bengal,66.31,tvs,Jupiter,274490,2018,722,  Petrol  ,59.26,2nd,2017,Not Available,Individual,195670.47,tier 2
  Uttar Pradesh  ,74.6,Hero,Xtreme 160R,59283,2021,846,electric,95.79,Second,2023,EXPIRED,INDIVIDUAL,28184.8,Tier 1
punjab,23.37,TVS,Apache RTR 160,143493,2024,705,  Hybrid  ,92.26,second owner,2024,Active,Dealer,95136.25,tier 2
  Gujarat  ,37.76,Yamaha,R15 V4,91581,2018,597,Petrol,-15.0,third owner,2022,Active,Dealer,64964.83,metro
PUNJAB,40.46,Royal Enfield,Hunter 350,389840,2018,385,hybrid,68.2,Third,2024,  Expired  ,Dealer,210251.93,Tier 2
Maharashtra,66.98,  Bajaj  ,Platina 110,83652,2017,508,  Electric  ,68.15,,2021,Expired,dealer,53851.05,Tier 1
Madhya Pradesh,34.27,ROYAL ENFIELD,Meteor 350,293401,2023,116,hybrid,90.24,2nd,2023,expired,Individual,125164.7,  Tier 2  
MAHARASHTRA,8.08,Royal Enfield,Hunter 350,"₹279,288",2021,799,HYBRID,75.74,THIRD,2022,  Expired  ,Individual,188777.7,  Tier 1  
karnataka,51.49,Yamaha,R15 V4,124643,2021,435,Electric,92.52,3rd,2021,Active,Individual,74781.44,  Tier 3  
Gujarat,60.25,hero,HF Deluxe,"₹255,680",2017,338,hybrid,81.64,3rd,2022,expired,individual,176278.95,Tier 1
  Madhya Pradesh  ,9.11,ktm,RC 390,281652,2018,453,Electric,91.69,Third,2023,Active,Dealer,169735.82,TIER 1
Karnataka,48.59,Tvs,NTorq 125,236260,2022,650,electric,75.99,Second,2023,Expired,  Individual  ,140255.94,TIER 2
Delhi,17.93,Royal Enfield,Interceptor 650,178547,2019,276,  Hybrid  ,89.5,third owner,2021,Active,dealer,71583.61,Tier 1
Tamil Nadu,42.78,TVS,NTorq 125,258291,2021,550,  Electric  ,84.48,SECOND,2023,,  Individual  ,141527.92,Metro
tamil nadu,19.59,Hero,Splendor Plus,363748,2023,250,Hybrid,95.65,Third,2024,  Expired  ,Individual,240296.52,TIER 1
Rajasthan,39.7,Bajaj,Pulsar 150,390963,2016,308,  Petrol  ,43.66,third owner,2023,expired,Dealer,195015.93,Tier 3
  Maharashtra  ,35.9,ktm,125 Duke,163569,2023,349,Petrol,43.07,first owner,2023,Expired,  Dealer  ,100364.08,Tier 3
Maharashtra,57.87,Yamaha,FZ V3,241508,2019,601,hybrid,72.59,SECOND,2024,  Not Available  ,Individual,104088.62,Tier 3
punjab,39.76,honda,Activa,102921,2017,114,petrol,26.24,SECOND,2024,Active,Individual,66597.97356213703,Tier 3
Tamil Nadu,73.66,kawasaki,Ninja 400,160368,2021,384,PETROL,35.17,first owner,2021,Expired,Individual,,  Tier 2  
TAMIL NADU,16.42,Royal Enfield,Himalayan,52208,2018,440,Petrol,43.31,3rd,2024,Active,Dealer,35865.19,Metro
Gujarat,35.96,Yamaha,R15 V4,270085,2021,476,Petrol,50.59,SECOND,2023,Expired,Individual,211466.58,Tier 3
  Rajasthan  ,35.83,Kawasaki,Ninja 400,203537,2024,395,  Petrol  ,46.35,First,2024,,dealer,87374.49,Tier 3
  Rajasthan  ,46.36,  Royal Enfield  ,Classic 350,83246,2019,975,Petrol,39.31,Third,2021,not available,  Dealer  ,64810.36,Tier 1
Delhi,38.35,kawasaki,Versys 650,198031,2021,289,hybrid,-15.0,2nd,2023,EXPIRED,  Individual  ,87336.81,Tier 1
Uttar Pradesh,36.48,Honda,Shine,73350,2022,867,petrol,56.1,First,2022,Active,  Individual  ,,Tier 3
  Punjab  ,17.96,  Royal Enfield  ,Hunter 350,170800,2020,816,Hybrid,85.75,SECOND,2023,Not Available,Individual,99296.22,  Metro  
Punjab,54.94,Hero,HF Deluxe,65736,2018,740,Electric,73.61,2nd,2023,Not Available,Dealer,36421.66,Metro
Gujarat,21.76,  Bajaj  ,Platina 110,"₹374,981",2023,448,Petrol,44.07,first owner,2023,active,  Individual  ,176924.12,Tier 2
MADHYA PRADESH,54.89,Royal Enfield,Meteor 350,216930,2021,465,Electric,80.74,third owner,2021,Expired,INDIVIDUAL,146395.84,tier 1
gujarat,32.97,Kawasaki,Z650,237624,2024,0,Electric,84.65,SECOND,2024,Not Available,Individual,147198.41,metro
Tamil Nadu,6.89,KTM,RC 390,66556,2023,365,petrol,27.23,second owner,2023,Expired,Dealer,27601.37,  Tier 2  
  Punjab  ,29.77,Bajaj,CT 100,100644,2021,502,Hybrid,82.34,FIRST,2021,  Not Available  ,DEALER,42042.1,Metro
Madhya Pradesh,28.25,Royal Enfield,Classic 350,59213,2021,584,Electric,94.41,Third,2022,expired,Dealer,41637.42,Tier 3
delhi,8.95,hero,HF Deluxe,299609,2019,430,Electric,95.96,Second,2022,Expired,Individual,218088.19,Tier 3
West Bengal,69.39,Royal Enfield,Interceptor 650,66371,2015,524,Hybrid,73.95,2nd,2021,NOT AVAILABLE,Individual,34671.1,Tier 2
Punjab,44.03,Honda,Shine,134473,2019,634,Petrol,47.84,Second,2023,  Not Available  ,Individual,104149.43,Tier 3
Tamil Nadu,33.97,Bajaj,Dominar 400,337699,2019,801,HYBRID,76.56,SECOND,2018,Expired,Dealer,172051.51,Tier 3
Madhya Pradesh,31.23,Kawasaki,Ninja 400,148766,2021,945,hybrid,72.19,THIRD,2022,Expired,Dealer,95250.78,Tier 2
Tamil Nadu,44.6,Kawasaki,Z650,126827,2021,183,  Hybrid  ,,Third,2021,NOT AVAILABLE,Individual,70658.97,Metro
Rajasthan,65.59,KAWASAKI,Vulcan S,270939,2019,989,HYBRID,70.04,second owner,2022,Active,Dealer,169500.51,Tier 3
Tamil Nadu,31.75,  Hero  ,Xtreme 160R,353910,2024,363,Hybrid,89.51,SECOND,2024,expired,Individual,228303.2,Tier 1
Delhi,9.54,KTM,RC 390,"₹217,872",2023,999,ELECTRIC,79.84,2nd,2023,Active,INDIVIDUAL,152248.27,Tier 1
Uttar Pradesh,74.7,Tvs,Apache RTR 160,360333,2024,476,Hybrid,86.88,FIRST,2024,not available,Dealer,266763.89,tier 3
  Delhi  ,16.54,Tvs,Jupiter,392052,2023,144,  Electric  ,92.14,first owner,2023,Active,Dealer,239108.04,Tier 1
maharashtra,22.07,TVS,Apache RTR 160,209473,2023,502,hybrid,97.4,Second,2024,  Expired  ,dealer,148933.22,TIER 3
rajasthan,47.34,KTM,Duke 200,151443,2020,227,Electric,74.45,Second,2022,Expired,DEALER,119580.4,tier 3
uttar pradesh,56.01,honda,Activa,"₹364,901",2021,105,Hybrid,70.45,THIRD,2021,Expired,Dealer,205957.55,Metro
karnataka,10.01,HONDA,CBR 650R,186588,2022,185,Hybrid,69.73,2nd,2023,,dealer,121945.16,tier 3
KARNATAKA,32.68,Hero,Glamour,364166,2021,556,Petrol,57.7,Third,2024,Active,INDIVIDUAL,259229.47,Tier 3
gujarat,57.76,Kawasaki,Z650,178475,2024,847,Electric,83.54,2nd,2024,active,Dealer,86175.85,tier 2
  Delhi  ,60.81,YAMAHA,MT-15,236350,2023,992,Petrol,26.51,2nd,2024,NOT AVAILABLE,  Individual  ,155147.94,  Tier 1  
RAJASTHAN,42.55,HERO,Glamour,364100,2024,151,Electric,74.29,second owner,2024,  Expired  ,Individual,175311.35,Metro
Madhya Pradesh,11.62,  Bajaj  ,Platina 110,196140,2022,705,  Electric  ,84.7,3rd,2022,Not Available,  Dealer  ,150293.83,  Tier 1  
Uttar Pradesh,58.08,kawasaki,Vulcan S,226972,2020,640,hybrid,71.75,Third,2021,  Not Available  ,Dealer,129343.32,Tier 3
gujarat,35.58,Yamaha,Fascino 125,234432,2015,535,electric,88.39,THIRD,2022,active,Dealer,141505.74,Tier 3
  Punjab  ,18.94,hero,HF Deluxe,136542,2015,721,Hybrid,97.09,SECOND,2023,Not Available,Dealer,60879.45,Tier 3
Maharashtra,56.84,HERO,Glamour,277960,2018,351,Hybrid,93.52,third owner,2024,  Not Available  ,dealer,171262.17,  Tier 2  
Punjab,47.55,TVS,Apache RTR 160,399364,2018,720,petrol,51.52,third owner,2021,expired,Dealer,200066.04,Tier 1
Rajasthan,55.7,TVS,Sport,150366,2024,787,Hybrid,,Third,2024,EXPIRED,Individual,108832.4,Tier 3
karnataka,51.66,kawasaki,Ninja 400,158021,2022,609,ELECTRIC,95.27,3rd,2022,not available,Dealer,102397.48,Tier 1
Uttar Pradesh,78.1,Tvs,Ronin,234912,2021,873,electric,83.43,Second,2021,  Expired  ,Individual,148067.88,Tier 3
Punjab,73.34,Honda,Unicorn,334998,2023,449,Electric,71.37,FIRST,2023,Active,Individual,247845.79,Metro
Gujarat,5.32,Tvs,Sport,"₹207,061",2019,611,Petrol,49.26,Third,2024,ACTIVE,Dealer,160759.94949138805,Tier 2
  Uttar Pradesh  ,10.85,Yamaha,MT-15,"₹248,237",2019,575,Electric,85.82,second owner,2022,Not Available,Individual,157756.37,tier 1
West Bengal,59.55,Kawasaki,Versys 650,322476,2021,567,HYBRID,99.45,First,2021,Expired,Individual,174911.0,Metro
Karnataka,79.64,KTM,125 Duke,385644,2022,242,Petrol,29.87,2nd,2022,  Not Available  ,Dealer,271344.03,Tier 1
West Bengal,49.9,  Hero  ,Passion Pro,293401,2016,997,Electric,87.76,third owner,2023,Active,DEALER,141169.1,Metro
Uttar Pradesh,34.92,TVS,Jupiter,58677,2023,569,Hybrid,91.32,SECOND,2023,,INDIVIDUAL,44489.62,Tier 2
